ID,Description
3101,Enhancing WWW query access with Ontobroker.
3102,Automatic web page categorization for information retrieval.
3103,Knowledge representation in intelligent environments using semantic networks.
3104,Meta-Agent Programs for Multi-Agent Reasoning.
3105,Temporal dependencies extended to spatial and more.
3106,Adaptive scholarly information access on the Web.
3107,Predicting document importance based on prospective indications.
3108,Agent-Oriented Software Engineering: Recent Research and Applications.
3109,Digital City Kyoto: Urban Social Information Infrastructure.
3110,Off-policy TD learning with linear function approximation.
3111,Data mining systems for logic.
3112,Human-robot communication with imitative doll robot.
3113,Argumentation-based framework for disjunctive logic programming.
3114,Shopping assistant for home e-commerce electronics.
3115,Active learning enhances SVM generalization on documents.
3116,Math programming challenges and formulations for data mining.
3117,Collaborative ontology development tool for Semantic Web.
3118,Efficient XML storage model for query processing.
3119,Co-Training for Text Learning Tasks: Effective and Applicable
3120,Resource allocation through multi-item auctions with agents.
3121,Geometric context enhances user experience in computing.
3122,Collaborative ontology technology for construction and use.
3123,Data warehouse design with temporal and object modeling.
3124,Reclustering algorithm enhances high-energy physics data performance.
3125,AI-ED research: Ontological engineering for advancements.
3126,Enhancing OLAP with Extended Data Model.
3127,Artificial agent concept acquisition through constructivist principles.
3128,Optimizing agent performance through dynamic intention reconsideration.
3129,Flexible production control with cooperative agent systems.
3130,Criteria impact on model selection in meta-level approaches.
3131,Comparing algorithms for identifying mirrored hosts.
3132,Architecture-centric OO design for MAS using extended UML.
3133,Agent specification language for complex behavior patterns.
3134,Human head detection using constellation models.
3135,Bottom-up partial deduction for logic programs.
3136,Conflict resolution in collaborative planning dialogues.
3137,Portable mixed reality interface for outdoors.
3138,Web usage mining for user behavior analysis.
3139,Scalable metasearch engine with optimized database selection.
3140,Theoretical framework for dynamic data learning.
3141,Efficient search algorithms for tree and graph structures.
3142,Video database model with object-oriented approach.
3143,Research on emotions using architecture-based concepts.
3144,Irrelevant features addressed in case-based learning.
3145,"Fast, robust surface registration using Multi-scale EM-ICP."
3146,Partial-order planning for concurrent interacting actions.
3147,Hierarchical RL for complex multiagent scheduling.
3148,Instrumental Interaction model for post-WIMP UI design.
3149,Personalized assistants for efficient data retrieval.
3150,Enhancing symbolic rules performance for better results.
3151,Efficient web caching with novel refresh strategy.
3152,"Instructable, adaptive Web agents for information retrieval."
3153,Business process coordination trends and challenges overview.
3154,Efficient temporal plan execution with dispatchable networks.
3155,Human-Computer Interaction: Coupling in this Article.
3156,Agent-based market infrastructure for consumer goods.
3157,Information quality measurement for integration.
3158,Robust finger tracking with multiple cameras.
3159,Location Systems Taxonomy for Ubiquitous Computing Applications.
3160,Case-based learning of pattern languages with semantics.
3161,Evolutionary algorithms enhance oblique decision tree accuracy.
3162,City navigation using social cues for information gathering.
3163,Logical decision-making using efficient techniques.
3164,Privacy-preserving distributed mining of association rules.
3165,Improving neurules with multi-inference approach.
3166,Efficient oblique decision tree induction.
3167,Adaptive multiagent communication protocols for emergent behavior.
3168,BDI Model of Agency: Successes and Challenges.
3169,Scalability challenges addressed in multi-agent systems.
3170,Evolutionary algorithm for intelligent web crawlers.
3171,Evolving efficient digital circuits with multi-objective fitness.
3172,Uniform model for distributed web applications.
3173,AI research in RoboCup Synthetic Agent Challenge.
3174,Eye communication in 3D synthetic agent conversations.
3175,Statistical shape knowledge for image segmentation.
3176,Case-based learning for formal language classes.
3177,Social reasoning integration in BDI agent architectures.
3178,Improve Web search efficiency with Threaded InfoSpiders.
3179,Evaluate agents using animal behavior techniques.
3180,Visualizing web structure in 3D hyperbolic space.
3181,Graphical model for querying video data.
3182,Manage XML documents in digital library.
3183,Enabling safe schema changes in OODBs.
3184,Decentralized architecture with coordination for digital libraries.
